frame_path,up_state,up_hold_duration,left_state,left_hold_duration,right_state,right_hold_duration
frames/frame_0.jpg,0,0.0,0,0.0,0,0.0
frames/frame_1.jpg,0,0.0,0,0.0,0,0.0
frames/frame_2.jpg,0,0.0,0,0.0,0,0.0
frames/frame_3.jpg,0,0.0,0,0.0,0,0.0
frames/frame_4.jpg,0,0.0,0,0.0,0,0.0
frames/frame_5.jpg,0,0.0,0,0.0,0,0.0
frames/frame_6.jpg,0,0.0,0,0.0,0,0.0
frames/frame_7.jpg,0,0.0,0,0.0,0,0.0
frames/frame_8.jpg,0,0.0,0,0.0,0,0.0
frames/frame_9.jpg,0,0.0,0,0.0,0,0.0
frames/frame_10.jpg,0,0.0,0,0.0,0,0.0
frames/frame_11.jpg,0,0.0,0,0.0,0,0.0
frames/frame_12.jpg,0,0.0,0,0.0,0,0.0
frames/frame_13.jpg,0,0.0,0,0.0,0,0.0
frames/frame_14.jpg,0,0.0,0,0.0,0,0.0
frames/frame_15.jpg,0,0.0,0,0.0,0,0.0
frames/frame_16.jpg,0,0.0,0,0.0,0,0.0
frames/frame_17.jpg,0,0.0,0,0.0,0,0.0
frames/frame_18.jpg,0,0.0,0,0.0,0,0.0
frames/frame_19.jpg,0,0.0,0,0.0,0,0.0
frames/frame_20.jpg,0,0.0,0,0.0,0,0.0
frames/frame_21.jpg,0,0.0,0,0.0,0,0.0
frames/frame_22.jpg,0,0.0,0,0.0,0,0.0
frames/frame_23.jpg,0,0.0,0,0.0,0,0.0
frames/frame_24.jpg,0,0.0,0,0.0,0,0.0
frames/frame_25.jpg,0,0.0,0,0.0,0,0.0
frames/frame_26.jpg,0,0.0,0,0.0,0,0.0
frames/frame_27.jpg,0,0.0,0,0.0,0,0.0
frames/frame_28.jpg,0,0.0,0,0.0,0,0.0
frames/frame_29.jpg,0,0.0,0,0.0,0,0.0
frames/frame_30.jpg,0,0.0,0,0.0,0,0.0
frames/frame_31.jpg,0,0.0,0,0.0,0,0.0
frames/frame_32.jpg,0,0.0,0,0.0,0,0.0
frames/frame_33.jpg,0,0.0,0,0.0,0,0.0
frames/frame_34.jpg,0,0.0,0,0.0,0,0.0
frames/frame_35.jpg,0,0.0,0,0.0,0,0.0
frames/frame_36.jpg,0,0.0,0,0.0,0,0.0
frames/frame_37.jpg,0,0.0,0,0.0,0,0.0
frames/frame_38.jpg,0,0.0,0,0.0,0,0.0
frames/frame_39.jpg,0,0.0,0,0.0,0,0.0
frames/frame_40.jpg,0,0.0,0,0.0,0,0.0
frames/frame_41.jpg,0,0.0,0,0.0,0,0.0
frames/frame_42.jpg,0,0.0,0,0.0,0,0.0
frames/frame_43.jpg,0,0.0,0,0.0,0,0.0
frames/frame_44.jpg,0,0.0,0,0.0,0,0.0
frames/frame_45.jpg,0,0.0,0,0.0,0,0.0
frames/frame_46.jpg,0,0.0,0,0.0,0,0.0
frames/frame_47.jpg,0,0.0,0,0.0,0,0.0
frames/frame_48.jpg,0,0.0,0,0.0,0,0.0
frames/frame_49.jpg,0,0.0,0,0.0,0,0.0
frames/frame_50.jpg,0,0.0,0,0.0,0,0.0
frames/frame_51.jpg,0,0.0,0,0.0,0,0.0
frames/frame_52.jpg,0,0.0,0,0.0,0,0.0
frames/frame_53.jpg,0,0.0,0,0.0,0,0.0
frames/frame_54.jpg,0,0.0,0,0.0,0,0.0
frames/frame_55.jpg,0,0.0,0,0.0,0,0.0
frames/frame_56.jpg,0,0.0,0,0.0,0,0.0
frames/frame_57.jpg,0,0.0,0,0.0,0,0.0
frames/frame_58.jpg,0,0.0,0,0.0,0,0.0
frames/frame_59.jpg,0,0.0,0,0.0,0,0.0
frames/frame_60.jpg,0,0.0,0,0.0,0,0.0
frames/frame_61.jpg,0,0.0,0,0.0,0,0.0
frames/frame_62.jpg,0,0.0,0,0.0,0,0.0
frames/frame_63.jpg,0,0.0,0,0.0,0,0.0
frames/frame_64.jpg,0,0.0,0,0.0,0,0.0
frames/frame_65.jpg,0,0.0,0,0.0,0,0.0
frames/frame_66.jpg,0,0.0,0,0.0,0,0.0
frames/frame_67.jpg,0,0.0,0,0.0,0,0.0
frames/frame_68.jpg,0,0.0,0,0.0,0,0.0
frames/frame_69.jpg,0,0.0,0,0.0,0,0.0
frames/frame_70.jpg,0,0.0,0,0.0,0,0.0
frames/frame_71.jpg,0,0.0,0,0.0,0,0.0
frames/frame_72.jpg,0,0.0,0,0.0,0,0.0
frames/frame_73.jpg,0,0.0,0,0.0,0,0.0
frames/frame_74.jpg,0,0.0,0,0.0,0,0.0
frames/frame_75.jpg,0,0.0,0,0.0,0,0.0
frames/frame_76.jpg,0,0.0,0,0.0,0,0.0
frames/frame_77.jpg,0,0.0,0,0.0,0,0.0
frames/frame_78.jpg,0,0.0,0,0.0,0,0.0
frames/frame_79.jpg,0,0.0,0,0.0,0,0.0
frames/frame_80.jpg,0,0.0,0,0.0,0,0.0
frames/frame_81.jpg,0,0.0,0,0.0,0,0.0
frames/frame_82.jpg,0,0.0,0,0.0,0,0.0
frames/frame_83.jpg,0,0.0,0,0.0,0,0.0
frames/frame_84.jpg,0,0.0,0,0.0,0,0.0
frames/frame_85.jpg,0,0.0,0,0.0,0,0.0
frames/frame_86.jpg,0,0.0,0,0.0,0,0.0
frames/frame_87.jpg,0,0.0,0,0.0,0,0.0
frames/frame_88.jpg,0,0.0,0,0.0,0,0.0
frames/frame_89.jpg,0,0.0,0,0.0,0,0.0
frames/frame_90.jpg,0,0.0,0,0.0,0,0.0
frames/frame_91.jpg,0,0.0,0,0.0,0,0.0
frames/frame_92.jpg,0,0.0,0,0.0,0,0.0
frames/frame_93.jpg,0,0.0,0,0.0,0,0.0
frames/frame_94.jpg,0,0.0,0,0.0,0,0.0
frames/frame_95.jpg,0,0.0,0,0.0,0,0.0
frames/frame_96.jpg,0,0.0,0,0.0,0,0.0
frames/frame_97.jpg,0,0.0,0,0.0,0,0.0
frames/frame_98.jpg,0,0.0,0,0.0,0,0.0
frames/frame_99.jpg,0,0.0,0,0.0,0,0.0
frames/frame_100.jpg,0,0.0,0,0.0,0,0.0
frames/frame_101.jpg,0,0.0,0,0.0,0,0.0
frames/frame_102.jpg,0,0.0,0,0.0,0,0.0
frames/frame_103.jpg,0,0.0,0,0.0,0,0.0
frames/frame_104.jpg,0,0.0,0,0.0,0,0.0
frames/frame_105.jpg,0,0.0,0,0.0,0,0.0
frames/frame_106.jpg,0,0.0,0,0.0,0,0.0
frames/frame_107.jpg,0,0.0,0,0.0,0,0.0
frames/frame_108.jpg,0,0.0,0,0.0,0,0.0
frames/frame_109.jpg,0,0.0,0,0.0,0,0.0
frames/frame_110.jpg,0,0.0,0,0.0,0,0.0
frames/frame_111.jpg,0,0.0,0,0.0,0,0.0
frames/frame_112.jpg,0,0.0,0,0.0,0,0.0
frames/frame_113.jpg,0,0.0,0,0.0,0,0.0
frames/frame_114.jpg,0,0.0,0,0.0,0,0.0
frames/frame_115.jpg,0,0.0,0,0.0,0,0.0
frames/frame_116.jpg,0,0.0,0,0.0,0,0.0
frames/frame_117.jpg,0,0.0,0,0.0,0,0.0
frames/frame_118.jpg,0,0.0,0,0.0,0,0.0
frames/frame_119.jpg,0,0.0,0,0.0,0,0.0
frames/frame_120.jpg,0,0.0,0,0.0,0,0.0
frames/frame_121.jpg,0,0.0,0,0.0,0,0.0
frames/frame_122.jpg,0,0.0,0,0.0,0,0.0
frames/frame_123.jpg,0,0.0,0,0.0,0,0.0
frames/frame_124.jpg,0,0.0,0,0.0,0,0.0
frames/frame_125.jpg,0,0.0,0,0.0,0,0.0
frames/frame_126.jpg,0,0.0,0,0.0,0,0.0
frames/frame_127.jpg,0,0.0,0,0.0,0,0.0
frames/frame_128.jpg,0,0.0,0,0.0,0,0.0
frames/frame_129.jpg,0,0.0,0,0.0,0,0.0
frames/frame_130.jpg,0,0.0,0,0.0,0,0.0
frames/frame_131.jpg,0,0.0,0,0.0,0,0.0
frames/frame_132.jpg,0,0.0,0,0.0,0,0.0
frames/frame_133.jpg,0,0.0,0,0.0,0,0.0
frames/frame_134.jpg,0,0.0,0,0.0,0,0.0
frames/frame_135.jpg,0,0.0,0,0.0,0,0.0
frames/frame_136.jpg,0,0.0,0,0.0,0,0.0
frames/frame_137.jpg,0,0.0,0,0.0,0,0.0
frames/frame_138.jpg,0,0.0,0,0.0,0,0.0
frames/frame_139.jpg,0,0.0,0,0.0,0,0.0
frames/frame_140.jpg,0,0.0,0,0.0,0,0.0
frames/frame_141.jpg,0,0.0,0,0.0,0,0.0
frames/frame_142.jpg,0,0.0,0,0.0,0,0.0
frames/frame_143.jpg,0,0.0,0,0.0,0,0.0
frames/frame_144.jpg,0,0.0,0,0.0,0,0.0
frames/frame_145.jpg,0,0.0,0,0.0,0,0.0
frames/frame_146.jpg,0,0.0,0,0.0,0,0.0
frames/frame_147.jpg,0,0.0,0,0.0,0,0.0
frames/frame_148.jpg,0,0.0,0,0.0,0,0.0
frames/frame_149.jpg,0,0.0,0,0.0,0,0.0
frames/frame_150.jpg,0,0.0,0,0.0,0,0.0
frames/frame_151.jpg,0,0.0,0,0.0,0,0.0
frames/frame_152.jpg,0,0.0,0,0.0,0,0.0
frames/frame_153.jpg,0,0.0,0,0.0,0,0.0
frames/frame_154.jpg,0,0.0,0,0.0,0,0.0
frames/frame_155.jpg,0,0.0,0,0.0,0,0.0
frames/frame_156.jpg,0,0.0,0,0.0,0,0.0
frames/frame_157.jpg,0,0.0,0,0.0,0,0.0
frames/frame_158.jpg,0,0.0,0,0.0,0,0.0
frames/frame_159.jpg,0,0.0,0,0.0,0,0.0
frames/frame_160.jpg,0,0.0,0,0.0,0,0.0
frames/frame_161.jpg,0,0.0,0,0.0,0,0.0
frames/frame_162.jpg,0,0.0,0,0.0,0,0.0
frames/frame_163.jpg,0,0.0,0,0.0,0,0.0
frames/frame_164.jpg,0,0.0,0,0.0,0,0.0
frames/frame_165.jpg,0,0.0,0,0.0,0,0.0
frames/frame_166.jpg,0,0.0,0,0.0,0,0.0
frames/frame_167.jpg,0,0.0,0,0.0,0,0.0
frames/frame_168.jpg,0,0.0,0,0.0,0,0.0
frames/frame_169.jpg,0,0.0,0,0.0,0,0.0
frames/frame_170.jpg,0,0.0,0,0.0,0,0.0
frames/frame_171.jpg,0,0.0,0,0.0,0,0.0
frames/frame_172.jpg,0,0.0,0,0.0,0,0.0
frames/frame_173.jpg,0,0.0,0,0.0,0,0.0
frames/frame_174.jpg,0,0.0,0,0.0,0,0.0
frames/frame_175.jpg,0,0.0,0,0.0,0,0.0
frames/frame_176.jpg,0,0.0,0,0.0,0,0.0
frames/frame_177.jpg,0,0.0,0,0.0,0,0.0
frames/frame_178.jpg,0,0.0,0,0.0,0,0.0
frames/frame_179.jpg,0,0.0,0,0.0,0,0.0
frames/frame_180.jpg,0,0.0,0,0.0,0,0.0
frames/frame_181.jpg,0,0.0,0,0.0,0,0.0
frames/frame_182.jpg,0,0.0,0,0.0,0,0.0
frames/frame_183.jpg,0,0.0,0,0.0,0,0.0
frames/frame_184.jpg,0,0.0,0,0.0,0,0.0
frames/frame_185.jpg,0,0.0,0,0.0,0,0.0
frames/frame_186.jpg,0,0.0,0,0.0,0,0.0
frames/frame_187.jpg,0,0.0,0,0.0,0,0.0
frames/frame_188.jpg,0,0.0,0,0.0,0,0.0
frames/frame_189.jpg,0,0.0,0,0.0,0,0.0
frames/frame_190.jpg,0,0.0,0,0.0,0,0.0
frames/frame_191.jpg,0,0.0,0,0.0,0,0.0
frames/frame_192.jpg,0,0.0,0,0.0,0,0.0
frames/frame_193.jpg,0,0.0,0,0.0,0,0.0
frames/frame_194.jpg,0,0.0,0,0.0,0,0.0
frames/frame_195.jpg,0,0.0,0,0.0,0,0.0
frames/frame_196.jpg,0,0.0,0,0.0,0,0.0
frames/frame_197.jpg,0,0.0,0,0.0,0,0.0
frames/frame_198.jpg,0,0.0,0,0.0,0,0.0
frames/frame_199.jpg,0,0.0,0,0.0,0,0.0
frames/frame_200.jpg,0,0.0,0,0.0,0,0.0
frames/frame_201.jpg,0,0.0,0,0.0,0,0.0
frames/frame_202.jpg,0,0.0,0,0.0,0,0.0
frames/frame_203.jpg,0,0.0,0,0.0,0,0.0
frames/frame_204.jpg,0,0.0,0,0.0,0,0.0
frames/frame_205.jpg,0,0.0,0,0.0,0,0.0
frames/frame_206.jpg,0,0.0,0,0.0,0,0.0
frames/frame_207.jpg,0,0.0,0,0.0,0,0.0
frames/frame_208.jpg,0,0.0,0,0.0,0,0.0
frames/frame_209.jpg,0,0.0,0,0.0,0,0.0
frames/frame_210.jpg,0,0.0,0,0.0,0,0.0
frames/frame_211.jpg,0,0.0,0,0.0,0,0.0
frames/frame_212.jpg,0,0.0,0,0.0,0,0.0
frames/frame_213.jpg,0,0.0,0,0.0,0,0.0
frames/frame_214.jpg,0,0.0,0,0.0,0,0.0
frames/frame_215.jpg,0,0.0,0,0.0,0,0.0
frames/frame_216.jpg,0,0.0,0,0.0,0,0.0
frames/frame_217.jpg,0,0.0,0,0.0,0,0.0
frames/frame_218.jpg,0,0.0,0,0.0,0,0.0
frames/frame_219.jpg,0,0.0,0,0.0,0,0.0
frames/frame_220.jpg,0,0.0,0,0.0,0,0.0
frames/frame_221.jpg,0,0.0,0,0.0,0,0.0
frames/frame_222.jpg,0,0.0,0,0.0,0,0.0
frames/frame_223.jpg,0,0.0,0,0.0,0,0.0
frames/frame_224.jpg,0,0.0,0,0.0,0,0.0
frames/frame_225.jpg,0,0.0,0,0.0,0,0.0
frames/frame_226.jpg,0,0.0,0,0.0,0,0.0
frames/frame_227.jpg,0,0.0,0,0.0,0,0.0
frames/frame_228.jpg,0,0.0,0,0.0,0,0.0
frames/frame_229.jpg,0,0.0,0,0.0,0,0.0
frames/frame_230.jpg,0,0.0,0,0.0,0,0.0
frames/frame_231.jpg,0,0.0,0,0.0,0,0.0
frames/frame_232.jpg,0,0.0,0,0.0,0,0.0
frames/frame_233.jpg,0,0.0,0,0.0,0,0.0
frames/frame_234.jpg,0,0.0,0,0.0,0,0.0
frames/frame_235.jpg,0,0.0,0,0.0,0,0.0
frames/frame_236.jpg,0,0.0,0,0.0,0,0.0
frames/frame_237.jpg,0,0.0,0,0.0,0,0.0
frames/frame_238.jpg,0,0.0,0,0.0,0,0.0
frames/frame_239.jpg,0,0.0,0,0.0,0,0.0
frames/frame_240.jpg,0,0.0,0,0.0,0,0.0
frames/frame_241.jpg,0,0.0,0,0.0,0,0.0
frames/frame_242.jpg,0,0.0,0,0.0,0,0.0
frames/frame_243.jpg,0,0.0,0,0.0,0,0.0
frames/frame_244.jpg,0,0.0,0,0.0,0,0.0
frames/frame_245.jpg,0,0.0,0,0.0,0,0.0
frames/frame_246.jpg,0,0.0,0,0.0,0,0.0
frames/frame_247.jpg,0,0.0,0,0.0,0,0.0
frames/frame_248.jpg,0,0.0,0,0.0,0,0.0
frames/frame_249.jpg,0,0.0,0,0.0,0,0.0
frames/frame_250.jpg,0,0.0,0,0.0,0,0.0
frames/frame_251.jpg,0,0.0,0,0.0,0,0.0
frames/frame_252.jpg,0,0.0,0,0.0,0,0.0
frames/frame_253.jpg,0,0.0,0,0.0,0,0.0
frames/frame_254.jpg,0,0.0,0,0.0,0,0.0
frames/frame_255.jpg,0,0.0,0,0.0,0,0.0
frames/frame_256.jpg,0,0.0,0,0.0,0,0.0
frames/frame_257.jpg,0,0.0,0,0.0,0,0.0
frames/frame_258.jpg,0,0.0,0,0.0,0,0.0
frames/frame_259.jpg,0,0.0,0,0.0,0,0.0
frames/frame_260.jpg,0,0.0,0,0.0,0,0.0
frames/frame_261.jpg,0,0.0,0,0.0,0,0.0
frames/frame_262.jpg,0,0.0,0,0.0,0,0.0
frames/frame_263.jpg,0,0.0,0,0.0,0,0.0
frames/frame_264.jpg,0,0.0,0,0.0,0,0.0
frames/frame_265.jpg,0,0.0,0,0.0,0,0.0
frames/frame_266.jpg,0,0.0,0,0.0,0,0.0
